Benchmark,Agent,Model,Acc,Cost,run_combined,file_combined,Date,run_id,matched_json,similarity
scicode,Scicode Zero Shot,gemini-2.0-flash,0.015,0.12,scicode Scicode Zero Shot gemini-2.0-flash,scicode Scicode Zero Shot Agent (gemini-2.0-flash) ,2025-04-23,scicode_scicode_zero_shot_agent_gemini20flash_1745437512,evals_live/scicode_scicode_zero_shot_agent_gemini20flash_1745437512_UPLOAD.json,0.9133241215406314
scicode,Scicode Zero Shot,deepseek-ai/DeepSeek-V3,0.03,0.79,scicode Scicode Zero Shot deepseek-ai/DeepSeek-V3,scicode Scicode Zero Shot Agent (deepseek-ai/DeepSeek-V3) ,2025-04-23,scicode_scicode_zero_shot_agent_deepseekaideepseekv3_1745456160,evals_live/scicode_scicode_zero_shot_agent_deepseekaideepseekv3_1745456160_UPLOAD.json,0.9380577759958897
scicode,HAL Generalist Agent,gpt-4.1-2025-04-14,0.02,73.0,scicode HAL Generalist Agent gpt-4.1-2025-04-14,scicode Hal Generalist Agent (gpt-4.1-2025-04-14) ,2025-04-27,scicode_hal_generalist_agent_gpt4120250414_1745597325,evals_live/scicode_hal_generalist_agent_gpt4120250414_1745597325_UPLOAD.json,0.9238782251899892
scicode,HAL Generalist Agent,o4-mini-2025-04-16-medium,0.02,87.0,scicode HAL Generalist Agent o4-mini-2025-04-16-medium,scicode Hal Generalist Agent (o4-mini-2025-04-16) ,2025-04-27,scicode_hal_generalist_agent_o4mini20250416_1745600817,evals_live/scicode_hal_generalist_agent_o4mini20250416_1745600817_UPLOAD.json,0.9120086554221067
scicode,HAL Generalist Agent,o4-mini-2025-04-16-low,0.06,165.0,scicode HAL Generalist Agent o4-mini-2025-04-16-low,scicode Hal Generalist Agent (o4-mini-2025-04-16 low) ,2025-04-27,scicode_hal_generalist_agent_o4mini20250416_low_1745608137,evals_live/scicode_hal_generalist_agent_o4mini20250416_low_1745608137_UPLOAD.json,0.9166081917585316
scicode,HAL Generalist Agent,o4-mini-2025-04-16-high,0.02,92.0,scicode HAL Generalist Agent o4-mini-2025-04-16-high,scicode Hal Generalist Agent (o4-mini-2025-04-16 high) ,2025-04-25,scicode_hal_generalist_agent_o4mini20250416_high_1745615438,evals_live/scicode_hal_generalist_agent_o4mini20250416_high_1745615438_UPLOAD.json,0.9165712690883117
scicode,HAL Generalist Agent,o3-2025-04-16,0.06,291.0,scicode HAL Generalist Agent o3-2025-04-16,scicode Hal Generalist Agent (o3-2025-04-16) ,2025-04-27,scicode_hal_generalist_agent_o320250416_1745625091,evals_live/scicode_hal_generalist_agent_o320250416_1745625091_UPLOAD.json,0.9115293833527801
scicode,HAL Generalist Agent,claude-3-7-sonnet-20250219,0.03,60.0,scicode HAL Generalist Agent claude-3-7-sonnet-20250219,scicode HAL Generalist Agent (claude-3-7-sonnet-20250219) ,2025-04-27,scicode_hal_generalist_agent_claude37sonnet20250219_1745706693,evals_live/scicode_hal_generalist_agent_claude37sonnet20250219_1745706693_UPLOAD.json,0.9638617941499814
scicode,HAL Generalist Agent,gemini-2.0-flash,0.0,61.0,scicode HAL Generalist Agent gemini-2.0-flash,scicode HAL Generalist Agent (gemini-2.0-flash) ,2025-04-26,scicode_hal_generalist_agent_gemini20flash_1745628676,evals_live/scicode_hal_generalist_agent_gemini20flash_1745628676_UPLOAD.json,0.9743808290873144
scicode,HAL Generalist Agent,deepseek-ai/DeepSeek-V3,0.0,219.0,scicode HAL Generalist Agent deepseek-ai/DeepSeek-V3,scicode HAL Generalist Agent (deepseek-ai/DeepSeek-V3) ,2025-04-26,scicode_hal_generalist_agent_deepseekaideepseekv3_1745642054,evals_live/scicode_hal_generalist_agent_deepseekaideepseekv3_1745642054_UPLOAD.json,0.9709088947489395
assistantbench,Assistantbench Browsing Agent,gpt-4.1-2025-04-14,0.17,14.0,assistantbench Assistantbench Browsing Agent gpt-4.1-2025-04-14,assistantbench Assistantbench Browser Agent (gpt-4.1-2025-04-14) ,2025-05-02,assistantbench_assistantbench_browser_agent_gpt4120250414_1746225570,evals_live/assistantbench_assistantbench_browser_agent_gpt4120250414_1746225570_UPLOAD.json,0.9311362650537287
assistantbench,Assistantbench Browsing Agent,o4-mini-2025-04-16-medium,0.24,13.0,assistantbench Assistantbench Browsing Agent o4-mini-2025-04-16-medium,assistantbench Assistantbench Browser Agent (o4-mini-2025-04-16) ,2025-05-02,assistantbench_assistantbench_browser_agent_o4mini20250416_1746227177,evals_live/assistantbench_assistantbench_browser_agent_o4mini20250416_1746227177_UPLOAD.json,0.9332471982291525
assistantbench,Assistantbench Browsing Agent,o4-mini-2025-04-16-low,0.28,9.0,assistantbench Assistantbench Browsing Agent o4-mini-2025-04-16-low,assistantbench Assistantbench Browser Agent (o4-mini-2025-04-16 low) ,2025-05-04,assistantbench_assistantbench_browser_agent_o4mini20250416_low_1746374633,evals_live/assistantbench_assistantbench_browser_agent_o4mini20250416_low_1746374633_UPLOAD.json,0.9449232470140576
assistantbench,Assistantbench Browsing Agent,o4-mini-2025-04-16-high,0.24,16.0,assistantbench Assistantbench Browsing Agent o4-mini-2025-04-16-high,assistantbench Assistantbench Browser Agent (o4-mini-2025-04-16 high) ,2025-05-04,assistantbench_assistantbench_browser_agent_o4mini20250416_high_1746297478,evals_live/assistantbench_assistantbench_browser_agent_o4mini20250416_high_1746297478_UPLOAD.json,0.9423752929503137
assistantbench,Assistantbench Browsing Agent,o3-2025-04-16,0.47,60.0,assistantbench Assistantbench Browsing Agent o3-2025-04-16,assistantbench Assistantbench Browser Agent (o3-2025-04-16) ,2025-06-16,assistantbench_assistantbench_browser_agent_o320250416_1750104946,evals_live/assistantbench_assistantbench_browser_agent_o320250416_1750104946_UPLOAD.json,0.9402916197098818
assistantbench,Assistantbench Browsing Agent,claude-3-7-sonnet-20250219,0.17,56.0,assistantbench Assistantbench Browsing Agent claude-3-7-sonnet-20250219,assistantbench Assistantbench Browser Agent (claude-3-7-sonnet-20250219) ,2025-05-04,assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,evals_live/assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806_UPLOAD.json,0.9216446220763108
assistantbench,Assistantbench Browsing Agent,gemini-2.0-flash,0.02,0.0,assistantbench Assistantbench Browsing Agent gemini-2.0-flash,assistantbench Assistantbench Browser Agent (gemini-2.0-flash) ,2025-05-04,assistantbench_assistantbench_browser_agent_gemini20flash_1746393958,evals_live/assistantbench_assistantbench_browser_agent_gemini20flash_1746393958_UPLOAD.json,0.9440574094271521
assistantbench,Assistantbench Browsing Agent,deepseek-ai/DeepSeek-R1,,,assistantbench Assistantbench Browsing Agent deepseek-ai/DeepSeek-R1,assistantbench Assistantbench Browser Agent (deepseek-ai/DeepSeek-R1) ,2025-06-02,assistantbench_assistantbench_browser_agent_deepseekaideepseekr1_1748894163,evals_live/assistantbench_assistantbench_browser_agent_deepseekaideepseekr1_1748894163_UPLOAD.json,0.952625151112479
assistantbench,Assistantbench Browsing Agent,claude-3-7-sonnet-20250219-thinking-high,,,assistantbench Assistantbench Browsing Agent claude-3-7-sonnet-20250219-thinking-high,assistantbench Assistantbench Browser Agent (claude-3-7-sonnet-20250219 high) ,2025-05-30,assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,evals_live/assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033_UPLOAD.json,0.8428545407238263
assistantbench,Assistantbench Browsing Agent,deepseek-ai/DeepSeek-V3,0.02,13.0,assistantbench Assistantbench Browsing Agent deepseek-ai/DeepSeek-V3,assistantbench Assistantbench Browser Agent (deepseek-ai/DeepSeek-V3) ,2025-05-02,assistantbench_assistantbench_browser_agent_deepseekaideepseekv3_1746233269,evals_live/assistantbench_assistantbench_browser_agent_deepseekaideepseekv3_1746233269_UPLOAD.json,0.9570476382377773
assistantbench,HAL Generalist Agent,gpt-4.1-2025-04-14,0.29,11.0,assistantbench HAL Generalist Agent gpt-4.1-2025-04-14,assistantbench Hal Generalist Agent (gpt-4.1-2025-04-14) ,2025-05-02,assistantbench_hal_generalist_agent_gpt4120250414_1746216493,evals_live/assistantbench_hal_generalist_agent_gpt4120250414_1746216493_UPLOAD.json,0.9432554249595266
assistantbench,HAL Generalist Agent,o4-mini-2025-04-16-medium,0.21,6.0,assistantbench HAL Generalist Agent o4-mini-2025-04-16-medium,assistantbench Hal Generalist Agent (o4-mini-2025-04-16) ,2025-05-02,assistantbench_hal_generalist_agent_o4mini20250416_1746216959,evals_live/assistantbench_hal_generalist_agent_o4mini20250416_1746216959_UPLOAD.json,0.9323893650175487
assistantbench,HAL Generalist Agent,o4-mini-2025-04-16-low,0.16,2.1,assistantbench HAL Generalist Agent o4-mini-2025-04-16-low,assistantbench Hal Generalist Agent (o4-mini-2025-04-16 low) ,2025-05-02,assistantbench_hal_generalist_agent_o4mini20250416_low_1746217634,evals_live/assistantbench_hal_generalist_agent_o4mini20250416_low_1746217634_UPLOAD.json,0.9423247931536098
assistantbench,HAL Generalist Agent,o4-mini-2025-04-16-high,0.22,8.0,assistantbench HAL Generalist Agent o4-mini-2025-04-16-high,assistantbench Hal Generalist Agent (o4-mini-2025-04-16 high) ,2025-05-02,assistantbench_hal_generalist_agent_o4mini20250416_high_1746217844,evals_live/assistantbench_hal_generalist_agent_o4mini20250416_high_1746217844_UPLOAD.json,0.9403989179160265
assistantbench,HAL Generalist Agent,o3-2025-04-16,0.31,31.0,assistantbench HAL Generalist Agent o3-2025-04-16,assistantbench Hal Generalist Agent (o3-2025-04-16) ,2025-05-02,assistantbench_hal_generalist_agent_o320250416_1746219524,evals_live/assistantbench_hal_generalist_agent_o320250416_1746219524_UPLOAD.json,0.9395401024056895
assistantbench,HAL Generalist Agent,claude-3-7-sonnet-20250219-thinking-high,,,assistantbench HAL Generalist Agent claude-3-7-sonnet-20250219-thinking-high,assistantbench HAL Generalist Agent (claude-3-7-sonnet-20250219 high) ,2025-05-31,assistantbench_hal_generalist_agent_claude37sonnet20250219_high_1748661923,evals_live/assistantbench_hal_generalist_agent_claude37sonnet20250219_high_1748661923_UPLOAD.json,0.921000299572118
assistantbench,HAL Generalist Agent,claude-3-7-sonnet-20250219,0.18,10.0,assistantbench HAL Generalist Agent claude-3-7-sonnet-20250219,assistantbench HAL Generalist Agent (claude-3-7-sonnet-20250219) ,2025-05-02,assistantbench_hal_generalist_agent_claude37sonnet20250219_1746223066,evals_live/assistantbench_hal_generalist_agent_claude37sonnet20250219_1746223066_UPLOAD.json,0.9657887247271157
assistantbench,HAL Generalist Agent,gemini-2.0-flash,0.14,1.4,assistantbench HAL Generalist Agent gemini-2.0-flash,assistantbench HAL Generalist Agent (gemini-2.0-flash) ,2025-05-02,assistantbench_hal_generalist_agent_gemini20flash_1746220438,evals_live/assistantbench_hal_generalist_agent_gemini20flash_1746220438_UPLOAD.json,0.9628380159246538
assistantbench,HAL Generalist Agent,deepseek-ai/DeepSeek-R1,,,assistantbench HAL Generalist Agent deepseek-ai/DeepSeek-R1,assistantbench HAL Generalist Agent (deepseek-ai/DeepSeek-R1) ,2025-06-02,assistantbench_hal_generalist_agent_deepseekaideepseekr1_1748900721,evals_live/assistantbench_hal_generalist_agent_deepseekaideepseekr1_1748900721_UPLOAD.json,0.969915145642047
assistantbench,HAL Generalist Agent,deepseek-ai/DeepSeek-V3,0.38,4.0,assistantbench HAL Generalist Agent deepseek-ai/DeepSeek-V3,assistantbench HAL Generalist Agent (deepseek-ai/DeepSeek-V3) ,2025-05-02,assistantbench_hal_generalist_agent_deepseekaideepseekv3_1746221486,evals_live/assistantbench_hal_generalist_agent_deepseekaideepseekv3_1746221486_UPLOAD.json,0.9712024835169211
colbench-backend,HAL Generalist Agent,gpt-4.1-2025-04-14,0.359,143.3,colbench-backend HAL Generalist Agent gpt-4.1-2025-04-14,colbench_backend_programming Hal Generalist Agent (GPT4.1) ,2025-05-21,colbench_backend_programming_colbench_gpt41_fixed_1747800941,evals_live/colbench_backend_programming_colbench_gpt41_fixed_1747800941_UPLOAD.json,0.8806573907449168
colbench-backend,HAL Generalist Agent,o4-mini-2025-04-16-low,0.289,110.6,colbench-backend HAL Generalist Agent o4-mini-2025-04-16-low,colbench_backend_programming Hal Generalist Agent (O4-mini-high) ,2025-05-21,colbench_backend_programming_colbench_o4minihigh_1747802893,evals_live/colbench_backend_programming_colbench_o4minihigh_1747802893_UPLOAD.json,0.8833098223665146
colbench-backend,HAL Generalist Agent,o4-mini-2025-04-16-high,0.304,138.1,colbench-backend HAL Generalist Agent o4-mini-2025-04-16-high,colbench_backend_programming Hal Generalist Agent (O4-mini-high) ,2025-05-21,colbench_backend_programming_colbench_o4minihigh_1747802893,evals_live/colbench_backend_programming_colbench_o4minihigh_1747802893_UPLOAD.json,0.8879501881858154
colbench-backend,HAL Generalist Agent,claude-3-7-sonnet-20250219,0.437,202.3,colbench-backend HAL Generalist Agent claude-3-7-sonnet-20250219,assistantbench HAL Generalist Agent (claude-3-7-sonnet-20250219) ,2025-05-02,assistantbench_hal_generalist_agent_claude37sonnet20250219_1746223066,evals_live/assistantbench_hal_generalist_agent_claude37sonnet20250219_1746223066_UPLOAD.json,0.8358241512859952
colbench-backend,HAL Generalist Agent,deepseek-ai/DeepSeek-V3,0.345,53.3,colbench-backend HAL Generalist Agent deepseek-ai/DeepSeek-V3,colbench_backend_programming Hal Generalist Agent (DeepSeek-V3) ,2025-05-21,colbench_backend_programming_colbench_deepseekv3_1747810527,evals_live/colbench_backend_programming_colbench_deepseekv3_1747810527_UPLOAD.json,0.8991992928714296
colbench-backend,HAL Generalist Agent,deepseek-ai/DeepSeek-R1,0.296,204.8,colbench-backend HAL Generalist Agent deepseek-ai/DeepSeek-R1,colbench_backend_programming Hal Generalist Agent (DeepSeek-R1) ,2025-05-21,colbench_backend_programming_colbench_deepseekr1_1747811937,evals_live/colbench_backend_programming_colbench_deepseekr1_1747811937_UPLOAD.json,0.8982997439499563
colbench-backend,HAL Generalist Agent,o3-2025-04-16,0.25,1299.3,colbench-backend HAL Generalist Agent o3-2025-04-16,colbench_backend_programming Hal Generalist Agent (O3-low) ,2025-05-21,colbench_backend_programming_colbench_o3_1747857696,evals_live/colbench_backend_programming_colbench_o3_1747857696_UPLOAD.json,0.8789204428262913
colbench-frontend,HAL Generalist Agent,gpt-4.1-2025-04-14,0.722,15.7,colbench-frontend HAL Generalist Agent gpt-4.1-2025-04-14,colbench_backend_programming Hal Generalist Agent (GPT4.1) ,2025-05-21,colbench_backend_programming_colbench_gpt41_fixed_1747800941,evals_live/colbench_backend_programming_colbench_gpt41_fixed_1747800941_UPLOAD.json,0.8494666067779032
colbench-frontend,HAL Generalist Agent,o4-mini-2025-04-16-low,0.721,20.6,colbench-frontend HAL Generalist Agent o4-mini-2025-04-16-low,colbench_backend_programming Hal Generalist Agent (O4-mini-high) ,2025-05-21,colbench_backend_programming_colbench_o4minihigh_1747802893,evals_live/colbench_backend_programming_colbench_o4minihigh_1747802893_UPLOAD.json,0.8403455425488304
colbench-frontend,HAL Generalist Agent,o4-mini-2025-04-16-high,0.707,29.43475,colbench-frontend HAL Generalist Agent o4-mini-2025-04-16-high,colbench_backend_programming Hal Generalist Agent (O4-mini-high) ,2025-05-21,colbench_backend_programming_colbench_o4minihigh_1747802893,evals_live/colbench_backend_programming_colbench_o4minihigh_1747802893_UPLOAD.json,0.8457062786203537
colbench-frontend,HAL Generalist Agent,claude-3-7-sonnet-20250219,0.693,104.8,colbench-frontend HAL Generalist Agent claude-3-7-sonnet-20250219,colbench_backend_programming Hal Generalist Agent (Sonnet3.7) ,2025-05-23,colbench_backend_programming_halgeneralist_backend_sonnet37_1747966087,evals_live/colbench_backend_programming_halgeneralist_backend_sonnet37_1747966087_UPLOAD.json,0.7987021708983364
colbench-frontend,HAL Generalist Agent,deepseek-ai/DeepSeek-V3,0.713,11.08,colbench-frontend HAL Generalist Agent deepseek-ai/DeepSeek-V3,colbench_backend_programming Hal Generalist Agent (DeepSeek-V3) ,2025-05-21,colbench_backend_programming_colbench_deepseekv3_1747810527,evals_live/colbench_backend_programming_colbench_deepseekv3_1747810527_UPLOAD.json,0.8733344690213327
colbench-frontend,HAL Generalist Agent,deepseek-ai/DeepSeek-R1,0.57,32.3,colbench-frontend HAL Generalist Agent deepseek-ai/DeepSeek-R1,colbench_backend_programming Hal Generalist Agent (DeepSeek-R1) ,2025-05-21,colbench_backend_programming_colbench_deepseekr1_1747811937,evals_live/colbench_backend_programming_colbench_deepseekr1_1747811937_UPLOAD.json,0.8710776902715964
colbench-frontend,HAL Generalist Agent,o3-2025-04-16,0.654,194.0,colbench-frontend HAL Generalist Agent o3-2025-04-16,colbench_backend_programming Hal Generalist Agent (O3-low) ,2025-05-21,colbench_backend_programming_colbench_o3_1747857696,evals_live/colbench_backend_programming_colbench_o3_1747857696_UPLOAD.json,0.8459075157634675
Online-Mind2Web,Browser-Use,deepseek-ai/DeepSeek-V3,32.3,214.7,Online-Mind2Web Browser-Use deepseek-ai/DeepSeek-V3,online_mind2web Browser-Use(DeepSeek-V3) ,2025-05-09,browser-use_DeepSeek-V3,evals_live/browser-use_DeepSeek-V3_UPLOAD_mapped.json,0.8991198959169644
Online-Mind2Web,Browser-Use,deepseek-ai/DeepSeek-R1,25.3,280.9,Online-Mind2Web Browser-Use deepseek-ai/DeepSeek-R1,online_mind2web Browser-Use(DeepSeek-R1) ,2025-05-11,browser-use_DeepSeek-R1,evals_live/browser-use_DeepSeek-R1_UPLOAD_mapped.json,0.904089950234378
Online-Mind2Web,Browser-Use,claude-3-7-sonnet-20250219,38.3,926.5,Online-Mind2Web Browser-Use claude-3-7-sonnet-20250219,online_mind2web Browser-Use(claude-3-7-sonnet-20250219) ,2025-05-05,browser-use_claude-3-7-sonnet-20250219,evals_live/browser-use_claude-3-7-sonnet-20250219_UPLOAD_mapped.json,0.9013016563279164
Online-Mind2Web,Browser-Use,o4-mini-2025-04-16-low,31.7,162.4,Online-Mind2Web Browser-Use o4-mini-2025-04-16-low,online_mind2web Browser-Use(o4-mini-2025-04-16_low_reasoning_effort) ,2025-05-08,browser-use_o4-mini_reasoning_effort_low,evals_live/browser-use_o4-mini_reasoning_effort_low_UPLOAD.json,0.8031622748658772
Online-Mind2Web,Browser-Use,o4-mini-2025-04-16-high,20.0,297.9,Online-Mind2Web Browser-Use o4-mini-2025-04-16-high,online_mind2web Browser-Use(o4-mini-2025-04-16_high_reasoning_effort) ,2025-05-02,browser-use_o4-mini_reasoning_effort_high,evals_live/browser-use_o4-mini_reasoning_effort_high_UPLOAD.json,0.814000066184534
Online-Mind2Web,Browser-Use,gpt-4.1-2025-04-14,36.3,236.6,Online-Mind2Web Browser-Use gpt-4.1-2025-04-14,online_mind2web Browser-Use(gpt-4.1-2025-04-14) ,2025-05-02,browser-use_gpt-4.1-2025-04-14,evals_live/browser-use_gpt-4.1-2025-04-14_UPLOAD.json,0.9058160677307794
Online-Mind2Web,Browser-Use,o3-2025-04-16,29.0,1857.9,Online-Mind2Web Browser-Use o3-2025-04-16,online_mind2web Browser-Use(o3-2025-04-16) ,2025-05-17,browser-use_o3-2025-04-16,evals_live/browser-use_o3-2025-04-16_UPLOAD.json,0.8917568572535148
Online-Mind2Web,SeeAct,claude-3-7-sonnet-20250219,28.3,292.0,Online-Mind2Web SeeAct claude-3-7-sonnet-20250219,online_mind2web SeeAct(claude-3-7-sonnet-20250219) ,2025-05-09,seeact_claude-3-7-sonnet-20250219,evals_live/seeact_claude-3-7-sonnet-20250219_UPLOAD.json,0.9210998058612818
Online-Mind2Web,SeeAct,o4-mini-2025-04-16-low,31.7,162.4,Online-Mind2Web SeeAct o4-mini-2025-04-16-low,online_mind2web SeeAct(o3-2025-04-16) ,2025-05-18,seeact_o3-2025-04-16,evals_live/seeact_o3-2025-04-16_UPLOAD.json,0.7697409885695703
Online-Mind2Web,SeeAct,o4-mini-2025-04-16-high,32.0,229.0,Online-Mind2Web SeeAct o4-mini-2025-04-16-high,online_mind2web SeeAct(o3-2025-04-16) ,2025-05-18,seeact_o3-2025-04-16,evals_live/seeact_o3-2025-04-16_UPLOAD.json,0.7838327892274235
Online-Mind2Web,SeeAct,gpt-4.1-2025-04-14,30.3,271.2,Online-Mind2Web SeeAct gpt-4.1-2025-04-14,online_mind2web SeeAct(gpt-4.1-2025-04-14) ,2025-05-05,seeact_gpt-4.1-2025-04-14,evals_live/seeact_gpt-4.1-2025-04-14_UPLOAD.json,0.8878841400186017
Online-Mind2Web,SeeAct,o3-2025-04-16,39.0,1293.7,Online-Mind2Web SeeAct o3-2025-04-16,online_mind2web SeeAct(o3-2025-04-16) ,2025-05-18,seeact_o3-2025-04-16,evals_live/seeact_o3-2025-04-16_UPLOAD.json,0.8389128731934892
Online-Mind2Web,SeeAct,gemini-2.5-pro-preview-03-25,39.6,153.61,Online-Mind2Web SeeAct gemini-2.5-pro-preview-03-25,online_mind2web SeeAct(gemini-2.5-pro-preview-03-25) ,2025-06-02,seeact_gemini-2.5-pro-preview-03-25,evals_live/seeact_gemini-2.5-pro-preview-03-25_UPLOAD.json,0.8901588023386762
Online-Mind2Web,SeeAct,claude-3-7-sonnet-20250219-thinking-high,30.3,367.5,Online-Mind2Web SeeAct claude-3-7-sonnet-20250219-thinking-high,online_mind2web SeeAct(claude-3-7-sonnet-20250219_thinking_high_4096) ,2025-05-25,seeact_claude-3-7-sonnet-20250219_thinking_high_4096,evals_live/seeact_claude-3-7-sonnet-20250219_thinking_high_4096_UPLOAD.json,0.922187379591412
